X		《 刑法 》 的 洩密罪 ，
X		《 服貿 風暴 三 大 疑義 ╱ 之 二 》
X		《 集會 遊行法 》 的 爭議 也 從未 停息 ；
X		《 監督 條例 》 與 《 服貿協議 》 原是 可以 同步 進行 的 工作 ，
X		「 人民 」 是 一 個 弔詭 的 概念 ，
X		「 反 服貿 」 示威 學生 發生 路線 之 爭 ，
X		「 反 服貿 」 群眾 連日 在 立法院 內外 開講 ，
X		「 反 服貿 」 學生 「 占領 立法院 」 行動 持續 進行 ，
X		「 反 服貿 」 學生 示威 演 至 如此 激烈 ，
PS	「 占領 國會 」 就 能 等同 於 「 領導 國家 」 嗎 ？	「 占領 國會 」 就 能 等同 於 「 領導 國家 」 嗎 ？
NCL	「 司法 鐵漢	「 司法 鐵漢 」 落得 如此 下場 ，
X		「 民進黨 和 台灣 社會 都 需要 往 前 跨出 一 步 ，
X		「 先 標舉 民主 ，
X	通例	「 行政 議簽 ╱ 事 後 審查 ╱ 包裹 表決 」 是 世界 民主 國家 簽訂 條約 的 通例 ，
X		「 你們 在 這裡 每 一 個 反 服貿 的 人 ，
X		「 我們 學生 已 實質 占領 了 國會 ，
LL	不攻自破	「 政治 集會 有 破壞 秩序 傾向 」 的 說法 不攻自破 。
HA	「 茉莉花 革命 」	「 茉莉花 革命 」 的 情境 與 充分 民主化 的 台灣 完全 不同 ，
X		「 荒唐 的 中年 老年人 鬧 下 了 亂子 ，
X		「 集會 遊行 」 在 多數 民眾 的 心 中 ，
PS	「 領導 國家 」 難道 不 需要 經過 公職 選舉 嗎 ？	「 領導 國家 」 難道 不 需要 經過 公職 選舉 嗎 ？
X		「 體現 民意 」 必須 經由 國會 的 多數 決 程序 ，
X		」 一般人 或許 認為 ，
PS	」 這 種 說法 不 是 很 有力 嗎 ？	」 這 種 說法 不 是 很 有力 嗎 ？
X		ＥＣＦＡ 也 改善 了 兩岸 的 互信 ，
X		ＥＣＦＡ 只是 一 個 空 的 架構 ，
X		一 、 占領 國會 絕無 正當性 。
LL	崩盤	一 、 民進黨 對 北京 當局 的 和解 政策 崩盤 ，
LL	底蘊 	一 、 呈現 了 台灣 社會 的 底蘊 ，
X		一 、 完善 ＥＣＦＡ 有助於 增加 兩岸 的 互信 與 善意 ，
LL	戲碼	一 次 一 次 上演 社會 對立 和 彼此 憎惡 的 戲碼 。
X		一 次 學生 運動 要 同時 投射 這麼多 目標 ，
X		一 是 召開 「 公民 憲政 會議 」 討論 當前 台灣 的 憲政 危機 ，
LL	「 政府 的 失 能 」	一 面 反映 的 是 「 政府 的 失 能 」 ，
X		一 個 月 前 ，
X		一 個 國家 的 深層 問題 ，
LL	虛矯	一 種 虛矯 的 「 官民 對峙 」 ，
X		一切 利弊 盡 已 公諸 社會 ，
LL	濫用	一旦 濫用 群眾 運動 ，
X		一般 民眾 對 此 案 的 利弊 有 更深 認識 ，
X		一般 烏克蘭 人民 平時 並 不 關心 政治 ，
X		一般 庶民 容或 可 說 仍 是 「 溝通 不夠 」 ，
X		一概 歸因於 兩岸 關係 。
LL	磨刀 霍霍	七 個 月 來 政治 和 司法 磨刀 霍霍 ，
X		乃至 多數 沉默 支持 者 的 體力 、 耐力 和 意志 等 因素 ，
X		乃至 兩岸 相關 的 協議 ，
X		乃至 輕易 走向 「 誓不兩立 」 的 結局 。
LL	危害	了解 它 對 台灣 產業 的 危害 。
X	省思	二 、 再度 啟發 了 對 國家 認同 的 省思 ；
X		二 、 服貿 協議 是 台灣 加入 ＴＰＰ 及 ＲＣＥＰ 的 熱身 工程 ，
X		二 、 國際 及 國內 對 台灣 民主 政治 的 評價 動搖 ，
LL	風暴	二 、 這 場 風暴 以 大學生 為 主體 ，
X		二 者 相較 ，
X		二 是 「 兩岸 協議 監督 條例 」 必須 先 完成 立法 再 審 服貿 ，
X		二 是 高估 了 社會 對 「 正義 」 的 追求 。
X		二○○八年 民進黨 執政 八 年 下台 之 時 ，
X		人民 表達 不同 意見 ，
LL	惶恐 焦慮	人民 惶恐 焦慮 ，
X		人民 間 的 意見 差異 幾乎 無法 呈現 。
X		十六 場 公聽會 、 上百 場 說明會 ，
DT	又 在 維護 什麼 樣 的 司法 正義 ？	又 在 維護 什麼 樣 的 司法 正義 ？
DT	?	又 如何 贏取 社會 民心 ？
DT	又 如何 贏得 民眾 認同 ？	又 如何 贏得 民眾 認同 ？
X		又 宣稱 無 限期 抗爭 到底 。
LL	大 爆發	又 是 這 種 對立 情緒 的 再一次 大 爆發 ，
X		又 要 經濟 上 「 倚 俄 」 ，
PS	又 豈 對 台灣 有利 ？	又 豈 對 台灣 有利 ？
X		又 毫無 解決 的 對策 ，
X		又 須 以 增進 兩岸 的 互信 為 憑藉 ，
X	過度	又 過度 醜化 對方 ，
X		又 過度 醜化 對方 ，
X		三 、 引導 思考 台灣 在 全球化 競爭 中 的 處境 ；
LL	蒙上 陰影	三 、 兩岸 關係 蒙上 陰影 ，
X		三 、 兩岸 關係 蒙上 陰影 ，
X		三三○ 凱道 示威 昨夜 和平 落幕 ，
LL	上演	上演 的 都 是 立法院 一貫 的 攻防爛戲 ，
LL	攻防爛戲	上演 的 都 是 立法院 一貫 的 攻防爛戲 ，
X		也 不 是 學生 在 專業 上 所 能 參與 ，
X		也 不 願 相信 政府 說法 。
BW	沒有 任何 國家 能 容許	也 不論 是 「 許可制 」 或 「 報備 制 」 ，
X		也 引發 了 部分 大學生 所 發起 的 「 野 草莓 」 運動 ，
X		也 未 聞 遊行 民眾 占據 政府 機關 者 。
X		也 因此 ，
X		也 因此 ，
X		也 因此 ，
X		也 因此 ，
X		也 存在 很 不同 的 想法 。
X		也 並 未 上路 ，
X		也 所以 有 國會 的 代議 政治 ，
X		也 是 他 必須 調整 的 領導 思維 。
LL	悲劇	也 是 台灣 的 悲劇 。
X		也 是 因為 臨時 政府 毫無 因應 能力 ，
LL	畫蛇添足	也 是 畫蛇添足 之 舉 。
X		也 是 程序 跳躍 。
LL	誤解	也 是 對 民主 體制 的 誤解 。
X		也 高度 收縮 了 政黨 對 違規 黨員 的 制裁權 ，
X		也 基於 社會 一向 對 大學生 的 愛護 ，
LL	排擠	也 排擠 了 其他 人 的 聲音 。
X		也 毫不 尊重 其他 民眾 。
X		也 就 缺少 一 種 「 民粹 想像 」 。
X	也 就是 要 完成 服貿 以 完善 ＥＣＦＡ 體系 。	也 就是 要 完成 服貿 以 完善 ＥＣＦＡ 體系 。
X		也 勢必 導致 陳義 過 高 而 失去 比例 原則 。
X		也 摸黑 進入 立法院 拔下 國旗 ，
X		也 應 作出 更 清楚 的 規定 。
X		也 擺 脫不了 經濟 上 倚賴 俄國 的 事實 。
X		也 難怪 學生 怒 而 攻擊 行政院 。
X		也 讓 原本 看似 平和 的 抗爭 活動 ，
X		也就是說 ，
X		大 批 國民黨 支持 者 聚集 「 逼宮 」 ，
X		大法官 這 次 新 的 解釋 中 ，
X		大法官 對 《 集會 遊行法 》 是否 侵犯 人民 集會 自由 ，
X		大約 不 是 昨天 的 有罪 判決 ，
X		大家 注意到 馬 總統 的 政治 人格 中 有 一 項 特質 ：
X		大家 都 說 「 黑箱 」 ，
X		大陸人 只要 拿 幾百萬 元 投資 ，
X		大概 已 沒 人 有 興趣 知道 答案 了 。
X		已 不 是 集會 遊行 ，
X		已 具體 回應 了 學運 的 主要 訴求 。
LL	蕩然無存	已 蕩然無存 。
X		已 邁出 「 占領 政府 」 的 第一 步 。
X		已 讓 群眾 誤認 進一步 「 占領 行政院 」 也 不會 被 驅離 和 法辦 。
X		已經 上綱 到 「 從 凱道 帶回 立院 」 ，
LL	流失	才 不會 流失 正當性 。
X		才 交由 「 行政 訴訟 」 來 審理 ，
X		才 有 最後 稱 勝 的 機會 。
X		才 排 進 委員會 審查 ；
X		才能 得到 越 高 的 回報 。
HA	「 五二○ 農運 」	不 太 容易 引發 如 民國 七十七年 「 五二○ 農運 」 那樣 激烈 的 流血 衝突 。
X		不 肯 聽從 專業 判斷 。
X		不 是 因 個別 立委 如何 了得 ，
PS	不 是 嗎 ？	不 是 嗎 ？
X		不 容許 江揆 在 現場 發言 ，
PS	不 就是 司法 干預 政治 的 危險 嗎 ？	不 就是 司法 干預 政治 的 危險 嗎 ？
X		不 敢 輕易 祭出 經濟 制裁 。
LL	搬弄	不 該 任意 搬弄 抄襲 ；
X	不 達 目的 絕不 罷休 。	不 達 目的 絕不 罷休 。
X		不 達 目的 絕不 罷休 。
PS	不 覺得 太過 自大 及 反 民主 嗎 ？	不 覺得 太過 自大 及 反 民主 嗎 ？
X	不 覺得 太過 自大 及 反 民主 嗎 ？	不 覺得 太過 自大 及 反 民主 嗎 ？
X		不少 學生 都 承認 ，
X		不只 要 處理 兩岸 連結 ，
NCL	「 零 容忍 」 的 社會	不如 說 是 「 零 容忍 」 的 社會 導致 民主 失敗 ！
X		不如 說 是 「 零 容忍 」 的 社會 導致 民主 失敗 ！
X		不但 每逢 選舉 季節 即 重演 ，
LL	徒 添 困惑	不免 徒 添 困惑 。
LL	矯情	不免 顯得 太過 矯情 。
X		不免 顯得 太過 矯情 。
LL	抹 除	不僅 一舉 抹 除了 「 政黨 」 作為 「 人民 團體 」 的 特殊性 ，
LL	牛頭不對馬嘴	不僅 牛頭不對馬嘴 ，
X		不僅 牛頭不對馬嘴 ，
LL	逾越	不僅 逾越 集會 自由 保障 的 範圍 ，
X		不僅 逾越 集會 自由 保障 的 範圍 ，
X		不僅 模糊 了 自己 原本 的 焦點 ，
LL	斥為	不過 也 有 許多 人 斥為 違法 暴力 ，
X		不過 也 有 許多 人 斥為 違法 暴力 ，
X		不過 事件 發展 迄 今 ，
X		不管 是 支持 或 反對 ，
X		不論 同不同意 此 舉 ，
X		不論 此 種 論述 是否 合於 事實 ，
X		不論 其 政治 算計 為何 ；
X		之前 朝野 提出 的 各 種 版本 《 集遊法 》 修正 草案 ，
X		之後 的 「 紅衫軍 運動 」 ，
X		五 、 形成 青年 關心 國家 及 政策 的 風氣 ，
LL	狂暴	今天 民進黨 還 在 狂暴 地 反對 服貿 協議 ，
X		今天 民進黨 還 在 狂暴 地 反對 服貿 協議 ，
X		今天 的 三三○ 行動 ，
X		今天 重返 立院 之前 ，
X		今日 占領 立院 議場 的 學生 領袖 卻 未必 是 出於 無知 ，
X		今日 台灣 「 不 經濟 」 的 景象 何其 多 ，
X		今日 的 局面 難 謂 是 與 事 者 出於 無知 ，
X		仍 有 不少 正面 意義 。
X		仍 有 諸多 正向 意義 。
X		內容 與 學運 版本 不盡 相同 ，
X		內需 則 更 萎靡 。
X		公共 政策 的 影響 涵蓋 每 一 個 國民 ，
X		反 服貿 ？
X		反 服貿 沒關係 ，
LL	藉口	反 黑箱 、 反 服貿 只是 藉口 ，
X		反 黑箱 、 反 服貿 只是 藉口 ，
LL	命 喪 	反而 命 喪 政治 與 司法 的 亂刀 之下 ；
LL	亂刀	反而 命 喪 政治 與 司法 的 亂刀 之下 ；
X		反而 是 失去 政治 舞台 的 朝野 立委 備感 落寞 ，
X		反而 是 許多 人 太過 堅持 自己 的 「 自由 」 ，
X	胡適	反而 應該 思考 一下 同樣 出於 胡適 口 中 的 另 一 句 名言 ：
X		反過來 看 ，
X		反對 者 亦 必須 省思 ，
X		反對 者 當然 有 權 選擇 他們 想要 的 方式 來 表達 不滿 ；
X		反對 學生 透過 「 占領 立法院 」 來 宣揚 自己 的 主張 ，
X		天王 們 則 輕鬆 笑看 學生 充當 綠軍 的 馬前卒 ，
X		太陽 花 學運 為 「 反 服貿 」 而 起 ，
LL	逼 得	太陽 花 學運 逼 得 「 康乃馨 運動 」 順勢 而 起 ，
X		尤其 ，
X		尤其 ，
X		尤其 ，
X		尤其 ，
X		尤其 在 媒體 的 放大 效應 下 ，
X		廿 年前 資源 缺乏 的 民進黨 ，
X		廿多 年前 ，
LL	勃然大怒	引起 蘇貞昌 勃然大怒 ，
X		引發 的 「 占領 立法院 」 行動 已經 到 了 第十二 天 。
LL	引爆	引爆 「 反 服貿 」 民眾 的 怒火 。
X		引爆 「 反 服貿 」 民眾 的 怒火 。
X		心 裡 可 曾 想 過 那些 支持 服貿 、 支持 政府 兩岸 政策 的 人 ？
X		支持 服貿 協議 的 人 呢 ，
X		支持 學運 者 ，
X		文 末 再 論 ；
X		方 不致 高喊 反 服貿 ，
X		日前 馬 總統 舉行 記者會 回應 學生 ，
X		比起 他們 稍早 對 烏克蘭 反 政府 示威 獲勝 的 驚嘆 ，
X		比較 令 人 意外 的 ，
X		王金平 所 涉 關說案 屬 行政 違失 ，
X		王金平 拒絕 出席 院際 協調 ，
X		王金平 院長 四 度 召集 朝野 黨團 代表 協商 對策 ，
X		王金平 院長 有 責任 促使 朝野 黨鞭 達成 「 逐條 審查 」 的 共識 ，
X		王金平 院長 應該 率 朝野 黨團 向 人民 鞠躬 致歉 吧 ！
X		王金平 高談 「 保護 學生 」 、 「 社會 治安 問題 」 ，
X		王金平 與 柯建銘 的 司法 關說 情節 ，
X		王柯 關說案 爆發 至今 七 個 月 ，
X		王案 判 得 輕巧 ，
NCL	 「 包養 條約 」 ，	且 倘若 真 有 那 種 「 包養 條約 」 ，
X		且 倘若 真 有 那 種 「 包養 條約 」 ，
X		且 朝野 兩 黨 均 同意 服貿 協議 在 立院 進行 「 逐條 審查 」 ；
X		且看 ，
X		且看 朝野 各 方 的 姿態 ，
X		主因 有 二 ：
X		主因 就 在 對 臨時 政府 缺乏 信任 ；
X		主要 是 脫離 蘇聯 獨立 後 的 廿多 年 ，
X		主張 事 前 審查 ？
X		仔細 觀察 這 次 太陽 花 學運 ，
PS	他 不 就 能 把 支持 服貿 的 社會 力量 拉進 來 當成 自己 的 憑藉 嗎 ？	他 不 就 能 把 支持 服貿 的 社會 力量 拉進 來 當成 自己 的 憑藉 嗎 ？
LL	步步 退讓	他 在 政治 上 步步 退讓 ，
X		他 在 政治 上 步步 退讓 ，
NCL	正義 之 師	他 沒有 扮演 成功 「 正義 之 師 」 ，
X	他 要 向 誰 報告 ？	他 要 向 誰 報告 ？
X		他 要 向 誰 報告 ？
X		他 對 反對 者 的 關注 ，
X		他 說 ，
X		他 應該 立即 召集 朝野 立委 重新 協商 ，
X		他們 一年 賺取 的 工資 高達 兩百億 美元 ，
X		他們 也 是 「 人民 」 或 「 公民 」 ，
X		他們 有 責任 把 議場 從 學生 手 中 要 回來 。
X		他們 卻 被 化為烏有 了 。
X		他們 面對 民間 的 挑戰 者 ，
X		他們 幾乎 左右 了 整 個 社會 的 議題 思考 。
LL	淪陷	他們 應該 為 國會 的 淪陷 感到 羞愧 ；
LL	羞愧	他們 應該 為 國會 的 淪陷 感到 羞愧 ；
X		代表 最 高 民意 ，
X		以 不 妨礙 交通 、 秩序 及 他人 權益 的 意見 表達 為 前提 ，
X		以 王案 的 懲處 為 例 ，
X		以 目前 民進黨 立院 黨團 的 情況 ，
X		以 服貿 協議 為 例 ，
X		以 服貿協議 為 例 ，
X		以 這樣 的 智慧 、 行動力 和 組織力 ，
X		以 換取 自己 執政 的 資源 ，
LL	以 製造 騷亂 自得 ，	以 製造 騷亂 自得 ，
LL	撕裂	以 撕裂 社會 的 手段 把 政治 推向 「 私有化 」 的 窄巷 ，
LL	膚淺	以 膚淺 的 理由 宰殺 了 社會 正義 ，
LL	宰殺	以 膚淺 的 理由 宰殺 了 社會 正義 ，
X	鬧劇	以 鬧劇 對付 鬧劇 ，
LL	鬧劇	以 鬧劇 對付 鬧劇 ，
LL	姑息	以及 社會 輿論 對 不公 不義 者 的 姑息 與 漠然 。
X		以及 社會 輿論 對 不公 不義 者 的 姑息 與 漠然 。
EXAGGERATION	轉瞬	以致 最後 轉瞬 潰敗 在 群眾 的 懶人 包 行動 下 。
LL	潰敗	以致 最後 轉瞬 潰敗 在 群眾 的 懶人 包 行動 下 。
X		出現 「 王金平 勝訴 ，
LL	一搭一唱 	加上 政府 與 反對 者 一搭一唱 壟斷 了 民主 平台 ，
LL	嚴重	包括 「 世代 正義 」 的 議題 嚴重 衝擊 家庭 裡 的 親子 關係 。
LL	衝擊	包括 「 世代 正義 」 的 議題 嚴重 衝擊 家庭 裡 的 親子 關係 。
X		包括 日前 因 辱警 遭 民進黨 開除 黨籍 的 桃園 議員 羅文欽 ，
X		包括 立委 對 司法權 的 介入 ，
X		包括 凍結 其 在 歐盟 資產 及 限制 旅遊 ；
X		包括 黃世銘 向 他 報告 變成 了 「 洩密 」 ，
X		包括 蔡英文 自己 的 「 論述 」 與 「 行動力 」 。
X		包括 邀 大學 校長 等 公正 人士 建立 溝通 平台 ；
NCL	「 以 商 圍 政 」 之 術	北京 近年 採取 「 以 商 圍 政 」 之 術 ，
X		半 個 月 前 ，
X		占 院 學生 及 民進黨 並 未 主張 全面 停斷 兩岸 經貿 ，
LL	嚴重	占領 國會 是 破壞 憲政 體制 的 嚴重 脫軌 行為 ；
LL	妨礙	占據 空間 並 妨礙 其 運作 ！
X		占據 空間 並 妨礙 其 運作 ！
X		去年 八一八 「 拆 政府 」 ，
X		去年 六月 服貿 送審 後 ，
LL	摧毀	去年 洪仲丘 事件 幾乎 摧毀 了 整 個 軍隊 的 士氣 和 制度 ，
LL	「 民主 的 失控 」	另 一 面 反射 的 則 是 「 民主 的 失控 」 。
X		另 一 面 反射 的 則 是 「 民主 的 失控 」 。
X		另一方面 ，
X		另一方面 ，
X		只 不過 烏克蘭 的 演出 更 戲劇化 罷了 。
LL	崩裂 	只 能 坐視 國土 崩裂 。
X	步步 進逼 	只 換得 學生 步步 進逼 、 得寸進尺 ，
LL	得寸進尺	只 換得 學生 步步 進逼 、 得寸進尺 ，
X		只有 當 黨員 資格 爭議 影響到 如 民代 的 身分 時 ，
X		只是 他 個人 的 生命 困境 ；
X		只要 王金平 院長 和 朝野 兩 黨 達成 共識 ，
X		只要 在 網路 上 參閱 正反 意見 ，
X		只要 有 機會 修法 ，
X		只要 提出 申請 的 ，
X		只要 學生 保持 和平 、 非暴力 的 抗爭 原則 ，
X		可 看出 一些 脈絡 。
X		可以 看出 參與 者 的 舉棋不定 。
X		可以 逕行 發動 。
X		可以 趁 此 為 全 國 民眾 排疑 解惑 ，
X		可以 想見 ，
X		可以 想見 ，
X		可見 ，
TTC	常識	可謂 已 是 在 兩岸 議題 上 的 常識 。
X		可謂 輕巧 地 閃過 「 關說案 」 的 主題 ，
X		台北 地方 法院 就 王金平 確認 國民黨籍案 作出 一審 裁決 ，
X		台北 地院 昨天 再 依 違反 《 刑法 》 洩密罪 及 《 通訊 保障 及 監察法 》 判處 黃世銘 一 年 兩 個 月 徒刑 ，
X		台北 地院 這樣 的 判決 ，
X		台灣 也 終究 切 不斷 與 大陸 的 經貿 連結 ；
X		台灣 已 成 了 「 無政府 狀態 」 。
LL	蹉跎	台灣 不能 繼續 蹉跎 ，
X		台灣 占領 國會 的 「 反 服貿 」 學生 多 次 聲稱 要 「 向 烏克蘭 學習 」 ，
X		台灣 去年 對 大陸 出超 達 七七○億 美元 （ 台灣 總 出超 為 三三一億 美元 ） ，
X		台灣 可以 藉 服貿 連上 更多 夥伴 國家 的 開放 機會 ，
X	「 由 中國 走向 世界 」	台灣 必須 「 由 中國 走向 世界 」 ，
X		台灣 必須 對 與 大陸 的 經濟 連結 有所 警覺 ，
X		台灣 民主 如何 提升 ？
X		台灣 即 曾 因 民眾 的 政治 認同 差異 而 出現 過 一 波 家人 反目 、 朋友 決裂 、 同事 成仇 的 風潮 ；
X		台灣 即 無 可能 藉由 它 去 聯結 更 廣大 的 國際 區域 經貿 協定 。
X		台灣 享有 一百三十多 國 免 簽 即 是 一 例 。
FW	台灣 的 出路 是 由 ＥＣＦＡ 到 ＴＰＰ 。	台灣 的 出路 是 由 ＥＣＦＡ 到 ＴＰＰ 。
X		台灣 的 民主 發展 有 許多 曲折 ，
PS	台灣 的 政府 體制 可以 伸縮 自如 到 隨便 誰 來 指揮 嗎 ？	台灣 的 政府 體制 可以 伸縮 自如 到 隨便 誰 來 指揮 嗎 ？
ATF	邊緣化	台灣 的 政經 地位 勢必 更 邊緣化 ，
X	台灣 的 政經 活路 ，	台灣 的 政經 活路 ，
X	台灣 的 活路 ，	台灣 的 活路 ，
X		台灣 若 不能 加入 ＴＰＰ 及 ＲＣＥＰ ，
X		台灣 若 連 ＥＣＦＡ 都 無法 完善 ，
X		台灣 若 連 服貿 這樣 高度 讓 利 的 協議 都 不能 接受 ，
X	台灣 要 生存 	台灣 要 生存 ，
X		台灣 要 拚 經濟 ，
X	台灣 能 想像 入 ＴＰＰ 及 ＲＣＥＰ 也 是 「 只 取 不 給 」 嗎 ？	台灣 能 想像 入 ＴＰＰ 及 ＲＣＥＰ 也 是 「 只 取 不 給 」 嗎 ？
X		台灣 現在 面對 的 並 不只 是 「 服貿協議 」 ，
X		台灣 貿易 將 出現 嚴重 逆差 ，
X	台灣 須 經由 「 服貿 協議 」 以 完善 ＥＣＦＡ ，	台灣 須 經由 「 服貿 協議 」 以 完善 ＥＣＦＡ ，
X	自我 萎縮	台灣 勢必 愈發 自我 萎縮 。
X		台灣 對 此 容有 疑慮 ，
X	令 人 側目	台灣 學生 的 國際 競爭力 令 人 側目 ，
X	台灣 還 能 如何 定義 正義 ？	台灣 還 能 如何 定義 正義 ？
X		司法 作為 始終 因 人 、 因 黨 而 異 ，
X		司法 宜 訂出 統一 見解 ，
X		司法院 大法官 上 周 異常 巧合 地 對 保障 集會 示威 權利 作出 了 釋字 七一八 號 解釋 ，
X		四 、 在 衝突 中 ，
X		外 有 俄羅斯 壓境 。
X		外界 其實 無需 過度 擔憂 。
X		它 的 高潮 應該 是 在 三三○ 的 凱道 宣布 勝利 收場 ；
X		它 是 示威 勝利 至今 沒有 一 個 合法 的 政府 ，
X		它 是 靠 著 臨時 政府 領導 ；
X	葬送	平白 葬送 了 一 個 向 全 國 人民 溝通 喊話 的 機會 ，
X	失控	必然 提高 學運 失控 的 風險 ；
X		必然 提高 學運 失控 的 風險 ；
X		必須 由 公民 團體 和 學生 為 主體 來 籌備 與 召開 「 公民 憲政 會議 」 ，
X		必須 花 更多 的 時間 進行 溝通 ，
X		必須 建立 一 足以 支撐 兩岸 互信 的 新 架構 。
X		必須 務實 調整 ，
X		必須 藉由 ＥＣＦＡ 進一步 擴大 改善 台灣 的 國際 政經 關係 。
X		打 的 是 「 反中 抗中 」 的 旗幟 ，
X		打 著 反中 抗中 的 旗幟 ，
X		未 能 在 法律 上 採取 一致 的 作為 ，
